Song,Artist,Genres,Album,Release_Date,Duration_ms,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
The Walker,Fitz and The Tantrums,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",More Than Just a Dream (Deluxe Edition),2013-05-07,233133,60,0.77,0.801,9,-4.182,0,0.0336,0.00375,0.00281,0.0515,0.725,130.76
Walking On A Dream,Empire of the Sun,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",Walking On A Dream (10th Anniversary Edition),2008-10-03,198440,80,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
Walls Could Talk,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']",hopeless fountain kingdom (Deluxe),2017-06-02,101789,77,0.626,0.423,1,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162
Warning,Morgan Wallen,['contemporary country'],Dangerous: The Double Album (Bonus),2021-01-29,156746,56,0.633,0.664,10,-5.037,1,0.0294,0.46,0.0,0.108,0.268,115.058
Wasted,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",Wasted,2014-04-22,188371,48,0.645,0.832,2,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028
Wasted On You,Morgan Wallen,['contemporary country'],Dangerous: The Double Album,2021-01-08,178520,85,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0
Waste Love (feat. Madison Love),Machine Gun Kelly,"['ohio hip hop', 'pop rap']",Hotel Diablo,2019-07-05,196140,56,0.617,0.7,9,-6.715,0,0.042,0.0155,7.23e-06,0.0935,0.315,150.002
Wasting All These Tears,Austin Snell,['modern country pop'],Wasting All These Tears,2023-01-30,195200,64,0.575,0.471,9,-6.927,1,0.0296,0.478,5.41e-06,0.0875,0.288,150.083
Watermelon Sugar,Harry Styles,['pop'],Fine Line,2019-12-13,174000,89,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39
Way down We Go,KALEO,"['icelandic indie', 'icelandic rock', 'modern alternative rock']",A/B,2016-06-10,213706,81,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255
The Way I Talk,Morgan Wallen,['contemporary country'],If I Know Me,2018-04-27,208280,77,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983
We Come Running,Youngblood Hawke,"['la indie', 'shimmer pop']",Wake Up,2013-01-01,247506,55,0.55,0.741,10,-7.022,1,0.0405,0.000323,0.00391,0.118,0.351,124.97
Weekend,Priory,"['indie poptimism', 'indie rockism', 'shimmer pop']",Need To Know,2015-04-03,241574,32,0.6,0.817,7,-6.401,1,0.0642,0.0696,0.0,0.133,0.652,151.95
We Got The Beat,The Go-Go's,"['album rock', 'candy pop', 'classic rock', 'girl group', 'heartland rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'singer-songwriter', 'soft rock', 'synthpop']",Beauty And The Beat,1981-01-01,153133,62,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941
Welcome to the Black Parade,My Chemical Romance,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",The Black Parade,2006-10-23,311106,78,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95
Wellerman,The Longest Johns,['shanty'],Between Wind And Water,2018-06-07,136500,59,0.795,0.438,3,-7.38,1,0.266,0.692,0.0,0.23,0.824,95.476
We Went,Randy Houser,"['contemporary country', 'country', 'country road']",Fired Up,2016-03-11,179360,60,0.646,0.882,4,-3.77,0,0.0371,0.097,0.0,0.311,0.544,101.997
Whatever It Takes,Imagine Dragons,"['modern rock', 'pop', 'rock']",Evolve,2017-06-23,201240,82,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945
What Guy Wouldn't,Waterloo Revival,['country pop'],What Guy Wouldn't,2017-03-31,178772,38,0.541,0.816,6,-6.259,1,0.0546,0.00655,0.0,0.154,0.676,120.076
What I Can't Put Down,Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",Write You A Song,2014-01-01,203373,60,0.573,0.614,7,-4.209,1,0.0253,0.0376,0.0,0.0684,0.701,159.891
What Ifs (feat. Lauren Alaina),Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']",Kane Brown,2016-12-02,188253,74,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976
What It's Like,Everlast,[],Whitey Ford Sings the Blues,1998-09-08,303133,69,0.679,0.557,0,-7.423,1,0.0281,0.0904,0.0324,0.0866,0.405,85.152
What's My Age Again?,blink-182,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",Throwback Tunes: 90s,2017-10-20,149853,37,0.388,0.95,6,-7.061,1,0.0817,0.0138,0.00022,0.0974,0.489,157.713
What You Know,Two Door Cinema Club,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",Tourist History,2010-02-17,191706,13,0.561,0.741,6,-4.239,0,0.0419,0.000715,1.4e-05,0.0822,0.776,139.001
When It Rains It Pours,Luke Combs,"['contemporary country', 'country']",This One's for You,2017-06-02,240760,82,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027
Where The Hood At,DMX,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",Grand Champ,2003-01-01,286266,71,0.537,0.948,8,-3.063,1,0.355,0.151,0.0,0.356,0.792,186.151
Wherever I Go,OneRepublic,"['piano rock', 'pop']",Oh My My (Deluxe),2016-12-02,169773,71,0.552,0.689,10,-6.444,0,0.0425,0.0915,0.0,0.27,0.349,99.961
Whip It,DEVO,"['alternative rock', 'art punk', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'synth punk', 'synthpop', 'zolo']",Freedom of Choice,1978,161133,64,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902
Whiskey And Rain,Michael Ray,"['contemporary country', 'country road', 'modern country rock']",Whiskey And Rain,2020-09-25,206506,67,0.653,0.623,8,-4.56,1,0.0244,0.508,3.32e-06,0.285,0.718,100.021
Whiskey Glasses,Morgan Wallen,['contemporary country'],If I Know Me,2018-04-27,234346,83,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959
White Walls (feat. ScHoolboy Q & Hollis),Macklemore & Ryan Lewis,"['pop rap', 'seattle hip hop']",The Heist (Deluxe Edition),2012-10-09,220319,0,0.767,0.782,7,-5.545,1,0.14,0.0541,0.0,0.338,0.827,116.491
Why,Sabrina Carpenter,['pop'],Why,2017-07-07,171096,61,0.633,0.557,11,-4.917,0,0.203,0.169,0.0,0.0671,0.623,89.672
Why We Drink,Justin Moore,"['arkansas country', 'contemporary country', 'country', 'country road']",Late Nights And Longnecks,2019-07-26,211430,65,0.624,0.903,6,-3.046,1,0.0347,0.00824,0.0,0.309,0.724,116.99
Wilder Days,Morgan Wade,['modern country pop'],Reckless,2021-03-19,251293,68,0.502,0.662,9,-4.041,1,0.0293,0.00322,0.00274,0.119,0.4,110.917
Wildest Dreams,Taylor Swift,['pop'],1989,2014-10-27,220440,75,0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056
Wild Thing,JAXSON GAMBLE,"['bossbeat', 'rebel blues']",GOLDBLOODED,2018-11-16,173250,49,0.677,0.839,2,-6.231,1,0.0813,0.038,0.0,0.256,0.814,160.028
"Wine, Beer, Whiskey",Little Big Town,"['contemporary country', 'country', 'country dawn', 'country road']",Nightfall,2020-01-17,196160,67,0.727,0.914,7,-5.85,1,0.0743,0.617,0.0,0.596,0.784,106.021
Wishful Drinking (with Sam Hunt),Ingrid Andress,['contemporary country'],Wishful Drinking (with Sam Hunt),2021-08-02,194544,65,0.678,0.528,10,-7.317,1,0.0551,0.289,0.0,0.0734,0.614,79.018
Wish I Knew You,The Revivalists,['modern alternative rock'],Men Amongst Mountains,2015-07-15,274093,67,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034
Without You,Luke Combs,"['contemporary country', 'country']",Without You,2020-09-18,224986,0,0.522,0.659,6,-6.016,1,0.0304,0.307,0.0,0.102,0.355,141.996
WITHOUT YOU,The Kid LAROI,['australian hip hop'],F*CK LOVE (SAVAGE),2020-11-06,161384,43,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005
Wolves,Selena Gomez,"['pop', 'post-teen pop']",Wolves,2017-10-25,197993,80,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987
Wonderwall,Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",(What's The Story) Morning Glory?,1995-10-02,258906,73,0.41,0.854,2,-5.609,1,0.0366,0.00236,0.0,0.133,0.456,174.584
Won't Go Down Easy,JAXSON GAMBLE,"['bossbeat', 'rebel blues']",GOLDBLOODED,2018-11-16,180000,47,0.645,0.758,9,-6.081,0,0.0682,0.00882,7.68e-06,0.148,0.671,120.016
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,"['girl group', 'pop', 'talent show']",7/27 (Deluxe),2016-05-27,214480,77,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017
Work From Home (Made Popular By Fifth Harmony ft. Ty Dolla $ign) [Vocal Version],Party Tyme Karaoke,['karaoke'],Party Tyme Karaoke - Tween Party Pack 3 (Vocal Versions),2019-11-29,215569,17,0.849,0.494,8,-9.194,1,0.0418,0.256,0.0,0.105,0.576,105.016
Work Out,J. Cole,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",Cole World: The Sideline Story,2011-09-27,235320,82,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004
Work This Body,WALK THE MOON,"['dance rock', 'modern rock', 'pop']",TALKING IS HARD,2014-12-02,175906,63,0.421,0.831,4,-5.128,1,0.106,0.0283,0.0,0.464,0.488,134.184
WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,TWISTED,[],WORTH NOTHING (Fast & Furious: Drift Tape/Phonk Vol 1),2022-09-28,164629,79,0.604,0.601,2,-7.887,0,0.0628,0.15,0.000579,0.168,0.156,139.88
X Gon' Give It To Ya,DMX,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",The Definition Of X: Pick Of The Litter,2007-06-12,217586,74,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027
Years,Alesso,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Years,2012-01-01,195480,59,0.37,0.823,2,-6.245,1,0.0805,0.00234,1.91e-06,0.174,0.323,128.008
Yo No Sé Mañana,Christian Nodal,"['mariachi', 'musica mexicana', 'nueva musica mexicana', 'ranchera']",Me Dejé Llevar,2017-08-25,206533,62,0.59,0.572,7,-4.991,1,0.0359,0.583,0.0,0.289,0.815,185.142
You Belong With Me,Taylor Swift,['pop'],Fearless,2008-11-11,231133,72,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964
You Broke Up with Me,Walker Hayes,"['contemporary country', 'country', 'country road', 'modern country rock']",boom.,2017-12-08,196666,62,0.847,0.699,0,-8.286,1,0.0733,0.525,0.0,0.267,0.874,120.002
You Don't Own Me (feat. G-Eazy) - Candyland Remix,SAYGRACE,['r&b'],You Don't Own Me REMIXES,2015-09-18,208665,45,0.429,0.852,8,-3.276,1,0.0669,0.102,4.67e-05,0.337,0.31,108.807
Youngblood,5 Seconds of Summer,"['boy band', 'pop']",Youngblood (Deluxe),2018-06-15,203417,82,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274
Young Volcanoes,Fall Out Boy,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",Save Rock And Roll,2013-01-01,204506,58,0.599,0.853,11,-3.878,0,0.0365,0.00123,0.000504,0.37,0.676,94.997
You Proof,Morgan Wallen,['contemporary country'],You Proof,2022-05-13,157477,80,0.731,0.85,9,-4.913,1,0.0336,0.252,0.0,0.605,0.644,119.706
"You're Gonna Go Far, Kid",The Offspring,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']","Rise And Fall, Rage And Grace",2008-06-17,177826,82,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115
You're Somebody Else,flora cash,"['indie pop', 'scandipop', 'swedish indie folk']",You're Somebody Else,2018-06-19,218883,73,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963
Your Man,Josh Turner,"['contemporary country', 'country', 'country road']",Your Man,2006,211893,74,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511
You Want My Sister,1 Hour Band,[],You Want My Sister,2018-08-20,125226,45,0.801,0.275,3,-13.726,1,0.0342,0.503,0.0,0.111,0.786,99.957
Budapest,George Ezra,"['folk-pop', 'neo-singer-songwriter']",Wanted on Voyage (Expanded Edition),2014-06-30,200733,81,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812
All My Love,George Ezra,"['folk-pop', 'neo-singer-songwriter']",Staying at Tamara's,2018-03-23,160950,58,0.449,0.571,0,-5.206,1,0.0503,0.135,0.0,0.279,0.656,173.73
Sugarcoat,George Ezra,"['folk-pop', 'neo-singer-songwriter']",Staying at Tamara's,2018-03-23,202125,47,0.706,0.653,5,-6.745,1,0.0368,0.422,0.0,0.12,0.368,123.954
I Will Wait,Mumford & Sons,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",Babel (Deluxe Version),2012-09-25,276720,70,0.478,0.758,1,-5.4,1,0.0331,0.00974,0.00717,0.312,0.452,131.109
Anti-Hero,Taylor Swift,['pop'],Midnights,2022-10-21,200690,94,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008
The Summoning,Sleep Token,['prog metal'],Vore,2023-02-16,395716,62,0.395,0.701,10,-5.471,0,0.0377,0.00148,0.0049,0.05,0.148,172.965
The Middle,Jimmy Eat World,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",Bleed American,2001-07-17,165853,82,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152
Addicted,Saving Abel,"['alternative metal', 'nu metal', 'post-grunge']",Saving Abel,2008-01-01,222826,70,0.512,0.864,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.527,138.018
Self Love,Avery Anna,['modern country pop'],Self Love,2023-04-04,171013,61,0.653,0.666,2,-5.488,1,0.0655,0.0407,0.0,0.234,0.359,139.93
Mama,My Chemical Romance,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']",The Black Parade,2006-10-23,279026,68,0.236,0.799,4,-5.167,0,0.0939,0.0136,0.0,0.0948,0.303,208.951
FEEL NOTHING,The Plot In You,['metalcore'],DISPOSE,2018-02-16,216826,75,0.448,0.825,4,-5.307,0,0.0621,0.00353,0.0,0.108,0.226,144.17
Just Pretend,Bad Omens,['american metalcore'],THE DEATH OF PEACE OF MIND,2022-02-25,204676,79,0.457,0.834,5,-4.674,0,0.0817,0.00252,0.00125,0.1,0.201,140.032
Tuff,Jaah SLT,['viral rap'],Tuff,2019-04-07,124960,73,0.939,0.23,5,-13.924,1,0.137,0.255,0.0,0.0574,0.549,99.941
Animal,Neon Trees,"['modern rock', 'neo mellow', 'pop rock', 'pov: indie']",Habits,2010-01-01,212293,27,0.482,0.833,5,-5.611,1,0.0449,0.000346,0.0,0.365,0.74,148.039
Everything I Love,Morgan Wallen,['contemporary country'],3 Songs At A Time Sampler,2023-01-31,187047,72,0.566,0.845,8,-3.817,1,0.0265,0.00475,0.000822,0.148,0.698,103.97
We Got the Moves,Electric Callboy,"['comic metal', 'german metalcore', 'trancecore']",TEKKNO,2022-09-16,206133,69,0.587,0.781,5,-7.602,0,0.055,0.000116,2.02e-05,0.102,0.723,149.982
I Ain't Worried,OneRepublic,"['piano rock', 'pop']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,148485,93,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994
golden hour,JVKE,"['modern indie pop', 'pov: indie']",this is what ____ feels like (Vol. 1-4),2022-09-23,209259,90,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467
Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,['gen z singer-songwriter'],Until I Found You (Em Beihold Version),2022-04-22,176440,93,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19
Daylight,David Kushner,['gen z singer-songwriter'],Daylight,2023-04-14,212953,94,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09
Violet,Connor Price,[],Spin The Globe,2023-01-27,122880,71,0.924,0.716,8,-7.158,0,0.0541,0.0177,1.15e-06,0.128,0.48,119.973
Spinnin,Connor Price,[],Spin The Globe,2023-01-27,110938,74,0.765,0.572,11,-6.153,0,0.128,0.226,0.0,0.192,0.475,140.013
Buddy,Connor Price,[],Buddy,2022-12-30,117939,69,0.914,0.506,6,-5.373,0,0.223,0.204,0.0,0.103,0.428,140.015
Jordan Belfort,Wes Walker,[],Jordan Belfort,2015-08-26,207911,65,0.86,0.719,11,-4.325,0,0.33,0.125,0.0,0.0799,0.496,160.049
